Run 5
0, 100000000, 0, 1, 0, 0.5, 0.5, 0.5
0.1, 0.0, 1, 1, 1000000000.0, 0.5, 0.5, 0.5
1.3, 0.0, 2, 1, 1000000000.0, 0.5, 0.5, 0.5
4.4, 0.0, 3, 1, 1000000000.0, 0.5, 0.5, 0.5
4.6, 0.0, 4, 1, 1000000000.0, 0.5, 0.5, 0.5
4.8, 0.0, 5, 1, 1000000000.0, 0.5, 0.5, 0.5
5.0, 0.0, 6, 1, 1000000000.0, 0.5, 0.5, 0.5
5.2, 0.0, 7, 1, 1000000000.0, 0.5, 0.5, 0.5
5.4, 0.0, 8, 1, 1000000000.0, 0.5, 0.5, 0.5
5.6, 0.0, 9, 1, 1000000000.0, 0.5, 0.5, 0.5
5.8, 0.0, 10, 1, 1000000000.0, 0.5, 0.5, 0.5
5.99999999999999, 0.0, 11, 1, 1000000000.0, 0.5, 0.5, 0.5
6.19999999999999, 0.0, 12, 1, 1000000000.0, 0.5, 0.5, 0.5
6.39999999999999, 0.0, 13, 1, 1000000000.0, 0.5, 0.5, 0.5
6.59999999999999, 0.0, 14, 1, 1000000000.0, 0.5, 0.5, 0.5
6.79999999999999, 0.0, 15, 1, 1000000000.0, 0.5, 0.5, 0.5
6.99999999999999, 0.0, 16, 1, 1000000000.0, 0.5, 0.5, 0.5
7.19999999999999, 0.0, 17, 1, 1000000000.0, 0.5, 0.5, 0.5
7.39999999999999, 0.0, 18, 1, 1000000000.0, 0.5, 0.5, 0.5
7.59999999999999, 0.0, 19, 1, 1000000000.0, 0.5, 0.5, 0.5
7.79999999999999, 0.0, 20, 1, 1000000000.0, 0.5, 0.5, 0.5
7.99999999999999, 0.0, 21, 1, 1000000000.0, 0.5, 0.5, 0.5
8.19999999999999, 0.0, 22, 1, 1000000000.0, 0.5, 0.5, 0.5
8.39999999999999, 0.0, 23, 1, 1000000000.0, 0.5, 0.5, 0.5
8.59999999999999, 0.0, 24, 1, 1000000000.0, 0.5, 0.5, 0.5
8.79999999999998, 0.0, 25, 1, 1000000000.0, 0.5, 0.5, 0.5
8.99999999999998, 0.0, 26, 1, 1000000000.0, 0.5, 0.5, 0.5
9.19999999999998, 0.0, 27, 1, 1000000000.0, 0.5, 0.5, 0.5
9.39999999999998, 0.0, 28, 1, 1000000000.0, 0.5, 0.5, 0.5
9.59999999999998, 0.0, 29, 1, 1000000000.0, 0.5, 0.5, 0.5
9.79999999999998, 0.0, 30, 1, 1000000000.0, 0.5, 0.5, 0.5
9.99999999999998, 0.0, 31, 1, 1000000000.0, 0.5, 0.5, 0.5
10.1, 0.0, 31, 1, 1000000000.0, 0.2, 0.5, 0.2
10.1, 0.0, 31, 2, 1000000000.0, 0.2, 0.5, 0.2
